Image Path,Lacunarity
C:/Users/aksha/Peeples_Lab/2024_V4A_Lacunarity_Pooling_Layer_1/Datasets/Lung Cells SEM Images_group1_ME_NEW\Lung Cells Exposed to Crystalline Silica (CS)\CS_epithelial_macrophage_5KV_1200x_ETD_HV_s5.0_10.5WD_007_0.png,tensor([[[0.]]])
C:/Users/aksha/Peeples_Lab/2024_V4A_Lacunarity_Pooling_Layer_1/Datasets/Lung Cells SEM Images_group1_ME_NEW\Lung Cells Exposed to Crystalline Silica (CS)\CS_epithelial_macrophage_5KV_1200x_ETD_HV_s5.0_10.5WD_007_1.png,tensor([[[0.]]])
C:/Users/aksha/Peeples_Lab/2024_V4A_Lacunarity_Pooling_Layer_1/Datasets/Lung Cells SEM Images_group1_ME_NEW\Lung Cells Exposed to Crystalline Silica (CS)\CS_epithelial_macrophage_5KV_1200x_ETD_HV_s5.0_10.5WD_007_2.png,tensor([[[0.]]])
C:/Users/aksha/Peeples_Lab/2024_V4A_Lacunarity_Pooling_Layer_1/Datasets/Lung Cells SEM Images_group1_ME_NEW\Lung Cells Exposed to Crystalline Silica (CS)\CS_epithelial_macrophage_5KV_1200x_ETD_HV_s5.0_10.5WD_007_3.png,tensor([[[0.]]])
C:/Users/aksha/Peeples_Lab/2024_V4A_Lacunarity_Pooling_Layer_1/Datasets/Lung Cells SEM Images_group1_ME_NEW\Lung Cells Exposed to Crystalline Silica (CS)\CS_epithelial_macrophage_5KV_1200x_ETD_HV_s5.0_10.5WD_009_0.png,tensor([[[0.]]])
C:/Users/aksha/Peeples_Lab/2024_V4A_Lacunarity_Pooling_Layer_1/Datasets/Lung Cells SEM Images_group1_ME_NEW\Lung Cells Exposed to Crystalline Silica (CS)\CS_epithelial_macrophage_5KV_1200x_ETD_HV_s5.0_10.5WD_009_1.png,tensor([[[0.]]])
C:/Users/aksha/Peeples_Lab/2024_V4A_Lacunarity_Pooling_Layer_1/Datasets/Lung Cells SEM Images_group1_ME_NEW\Lung Cells Exposed to Crystalline Silica (CS)\CS_epithelial_macrophage_5KV_1200x_ETD_HV_s5.0_10.5WD_009_2.png,tensor([[[0.]]])
C:/Users/aksha/Peeples_Lab/2024_V4A_Lacunarity_Pooling_Layer_1/Datasets/Lung Cells SEM Images_group1_ME_NEW\Lung Cells Exposed to Crystalline Silica (CS)\CS_epithelial_macrophage_5KV_1200x_ETD_HV_s5.0_10.5WD_009_3.png,tensor([[[0.]]])
C:/Users/aksha/Peeples_Lab/2024_V4A_Lacunarity_Pooling_Layer_1/Datasets/Lung Cells SEM Images_group1_ME_NEW\Lung Cells Exposed to Crystalline Silica (CS)\CS_epithelial_macrophage_5KV_1200x_ETD_HV_s5.0_10.5WD_1.png,tensor([[[0.]]])
C:/Users/aksha/Peeples_Lab/2024_V4A_Lacunarity_Pooling_Layer_1/Datasets/Lung Cells SEM Images_group1_ME_NEW\Lung Cells Exposed to Crystalline Silica (CS)\CS_epithelial_macrophage_5KV_1200x_ETD_HV_s5.0_10.5WD_2.png,tensor([[[0.]]])
C:/Users/aksha/Peeples_Lab/2024_V4A_Lacunarity_Pooling_Layer_1/Datasets/Lung Cells SEM Images_group1_ME_NEW\Lung Cells Exposed to Crystalline Silica (CS)\CS_epithelial_macrophage_5KV_1200x_ETD_HV_s5.0_10.5WD_3.png,tensor([[[0.]]])
C:/Users/aksha/Peeples_Lab/2024_V4A_Lacunarity_Pooling_Layer_1/Datasets/Lung Cells SEM Images_group1_ME_NEW\Lung Cells Exposed to Crystalline Silica (CS)\CS_Top of Insert_A549_U937_02052021_5KV_1500_ICE-HV_5_10_0.png,tensor([[[0.0099]]])
C:/Users/aksha/Peeples_Lab/2024_V4A_Lacunarity_Pooling_Layer_1/Datasets/Lung Cells SEM Images_group1_ME_NEW\Lung Cells Exposed to Crystalline Silica (CS)\CS_Top of Insert_A549_U937_02052021_5KV_1500_ICE-HV_5_10_1.png,tensor([[[0.0099]]])
C:/Users/aksha/Peeples_Lab/2024_V4A_Lacunarity_Pooling_Layer_1/Datasets/Lung Cells SEM Images_group1_ME_NEW\Lung Cells Exposed to Crystalline Silica (CS)\CS_Top of Insert_A549_U937_02052021_5KV_1500_ICE-HV_5_10_2.png,tensor([[[0.0094]]])
C:/Users/aksha/Peeples_Lab/2024_V4A_Lacunarity_Pooling_Layer_1/Datasets/Lung Cells SEM Images_group1_ME_NEW\Lung Cells Exposed to Crystalline Silica (CS)\CS_Top of Insert_A549_U937_02052021_5KV_1500_ICE-HV_5_10_3.png,tensor([[[0.0086]]])
C:/Users/aksha/Peeples_Lab/2024_V4A_Lacunarity_Pooling_Layer_1/Datasets/Lung Cells SEM Images_group1_ME_NEW\Lung Cells Exposed to Isocyanate (IPDI)\IPDI_A549_U937_5KV_1200x_ETD_HV_5spot_12.3WD_0.png,tensor([[[0.]]])
C:/Users/aksha/Peeples_Lab/2024_V4A_Lacunarity_Pooling_Layer_1/Datasets/Lung Cells SEM Images_group1_ME_NEW\Lung Cells Exposed to Isocyanate (IPDI)\IPDI_A549_U937_5KV_1200x_ETD_HV_5spot_12.3WD_002_0.png,tensor([[[0.]]])
C:/Users/aksha/Peeples_Lab/2024_V4A_Lacunarity_Pooling_Layer_1/Datasets/Lung Cells SEM Images_group1_ME_NEW\Lung Cells Exposed to Isocyanate (IPDI)\IPDI_A549_U937_5KV_1200x_ETD_HV_5spot_12.3WD_002_1.png,tensor([[[0.]]])
C:/Users/aksha/Peeples_Lab/2024_V4A_Lacunarity_Pooling_Layer_1/Datasets/Lung Cells SEM Images_group1_ME_NEW\Lung Cells Exposed to Isocyanate (IPDI)\IPDI_A549_U937_5KV_1200x_ETD_HV_5spot_12.3WD_002_2.png,tensor([[[0.]]])
C:/Users/aksha/Peeples_Lab/2024_V4A_Lacunarity_Pooling_Layer_1/Datasets/Lung Cells SEM Images_group1_ME_NEW\Lung Cells Exposed to Isocyanate (IPDI)\IPDI_A549_U937_5KV_1200x_ETD_HV_5spot_12.3WD_002_3.png,tensor([[[0.]]])
C:/Users/aksha/Peeples_Lab/2024_V4A_Lacunarity_Pooling_Layer_1/Datasets/Lung Cells SEM Images_group1_ME_NEW\Lung Cells Exposed to Isocyanate (IPDI)\IPDI_A549_U937_5KV_1200x_ETD_HV_5spot_12.3WD_004_0.png,tensor([[[0.]]])
C:/Users/aksha/Peeples_Lab/2024_V4A_Lacunarity_Pooling_Layer_1/Datasets/Lung Cells SEM Images_group1_ME_NEW\Lung Cells Exposed to Isocyanate (IPDI)\IPDI_A549_U937_5KV_1200x_ETD_HV_5spot_12.3WD_004_1.png,tensor([[[0.]]])
C:/Users/aksha/Peeples_Lab/2024_V4A_Lacunarity_Pooling_Layer_1/Datasets/Lung Cells SEM Images_group1_ME_NEW\Lung Cells Exposed to Isocyanate (IPDI)\IPDI_A549_U937_5KV_1200x_ETD_HV_5spot_12.3WD_004_2.png,tensor([[[0.]]])
C:/Users/aksha/Peeples_Lab/2024_V4A_Lacunarity_Pooling_Layer_1/Datasets/Lung Cells SEM Images_group1_ME_NEW\Lung Cells Exposed to Isocyanate (IPDI)\IPDI_A549_U937_5KV_1200x_ETD_HV_5spot_12.3WD_004_3.png,tensor([[[0.]]])
C:/Users/aksha/Peeples_Lab/2024_V4A_Lacunarity_Pooling_Layer_1/Datasets/Lung Cells SEM Images_group1_ME_NEW\Lung Cells Exposed to Isocyanate (IPDI)\IPDI_A549_U937_5KV_1200x_ETD_HV_5spot_12.3WD_005_0.png,tensor([[[0.]]])
C:/Users/aksha/Peeples_Lab/2024_V4A_Lacunarity_Pooling_Layer_1/Datasets/Lung Cells SEM Images_group1_ME_NEW\Lung Cells Exposed to Isocyanate (IPDI)\IPDI_A549_U937_5KV_1200x_ETD_HV_5spot_12.3WD_005_1.png,tensor([[[0.]]])
C:/Users/aksha/Peeples_Lab/2024_V4A_Lacunarity_Pooling_Layer_1/Datasets/Lung Cells SEM Images_group1_ME_NEW\Lung Cells Exposed to Isocyanate (IPDI)\IPDI_A549_U937_5KV_1200x_ETD_HV_5spot_12.3WD_005_2.png,tensor([[[0.]]])
C:/Users/aksha/Peeples_Lab/2024_V4A_Lacunarity_Pooling_Layer_1/Datasets/Lung Cells SEM Images_group1_ME_NEW\Lung Cells Exposed to Isocyanate (IPDI)\IPDI_A549_U937_5KV_1200x_ETD_HV_5spot_12.3WD_005_3.png,tensor([[[0.]]])
C:/Users/aksha/Peeples_Lab/2024_V4A_Lacunarity_Pooling_Layer_1/Datasets/Lung Cells SEM Images_group1_ME_NEW\Lung Cells Exposed to Isocyanate (IPDI)\IPDI_A549_U937_5KV_1200x_ETD_HV_5spot_12.3WD_006_0.png,tensor([[[0.]]])
C:/Users/aksha/Peeples_Lab/2024_V4A_Lacunarity_Pooling_Layer_1/Datasets/Lung Cells SEM Images_group1_ME_NEW\Lung Cells Exposed to Isocyanate (IPDI)\IPDI_A549_U937_5KV_1200x_ETD_HV_5spot_12.3WD_006_1.png,tensor([[[0.]]])
C:/Users/aksha/Peeples_Lab/2024_V4A_Lacunarity_Pooling_Layer_1/Datasets/Lung Cells SEM Images_group1_ME_NEW\Lung Cells Exposed to Isocyanate (IPDI)\IPDI_A549_U937_5KV_1200x_ETD_HV_5spot_12.3WD_006_2.png,tensor([[[0.]]])
C:/Users/aksha/Peeples_Lab/2024_V4A_Lacunarity_Pooling_Layer_1/Datasets/Lung Cells SEM Images_group1_ME_NEW\Lung Cells Exposed to Isocyanate (IPDI)\IPDI_A549_U937_5KV_1200x_ETD_HV_5spot_12.3WD_006_3.png,tensor([[[0.]]])
C:/Users/aksha/Peeples_Lab/2024_V4A_Lacunarity_Pooling_Layer_1/Datasets/Lung Cells SEM Images_group1_ME_NEW\Lung Cells Exposed to Isocyanate (IPDI)\IPDI_A549_U937_5KV_1200x_ETD_HV_5spot_12.3WD_007_0.png,tensor([[[0.]]])
C:/Users/aksha/Peeples_Lab/2024_V4A_Lacunarity_Pooling_Layer_1/Datasets/Lung Cells SEM Images_group1_ME_NEW\Lung Cells Exposed to Isocyanate (IPDI)\IPDI_A549_U937_5KV_1200x_ETD_HV_5spot_12.3WD_007_1.png,tensor([[[0.]]])
C:/Users/aksha/Peeples_Lab/2024_V4A_Lacunarity_Pooling_Layer_1/Datasets/Lung Cells SEM Images_group1_ME_NEW\Lung Cells Exposed to Isocyanate (IPDI)\IPDI_A549_U937_5KV_1200x_ETD_HV_5spot_12.3WD_007_2.png,tensor([[[0.]]])
C:/Users/aksha/Peeples_Lab/2024_V4A_Lacunarity_Pooling_Layer_1/Datasets/Lung Cells SEM Images_group1_ME_NEW\Lung Cells Exposed to Isocyanate (IPDI)\IPDI_A549_U937_5KV_1200x_ETD_HV_5spot_12.3WD_007_3.png,tensor([[[0.]]])
C:/Users/aksha/Peeples_Lab/2024_V4A_Lacunarity_Pooling_Layer_1/Datasets/Lung Cells SEM Images_group1_ME_NEW\Lung Cells Exposed to Isocyanate (IPDI)\IPDI_A549_U937_5KV_1200x_ETD_HV_5spot_12.3WD_008_0.png,tensor([[[0.]]])
C:/Users/aksha/Peeples_Lab/2024_V4A_Lacunarity_Pooling_Layer_1/Datasets/Lung Cells SEM Images_group1_ME_NEW\Lung Cells Exposed to Isocyanate (IPDI)\IPDI_A549_U937_5KV_1200x_ETD_HV_5spot_12.3WD_008_1.png,tensor([[[0.]]])
C:/Users/aksha/Peeples_Lab/2024_V4A_Lacunarity_Pooling_Layer_1/Datasets/Lung Cells SEM Images_group1_ME_NEW\Lung Cells Exposed to Isocyanate (IPDI)\IPDI_A549_U937_5KV_1200x_ETD_HV_5spot_12.3WD_008_2.png,tensor([[[0.]]])
C:/Users/aksha/Peeples_Lab/2024_V4A_Lacunarity_Pooling_Layer_1/Datasets/Lung Cells SEM Images_group1_ME_NEW\Lung Cells Exposed to Isocyanate (IPDI)\IPDI_A549_U937_5KV_1200x_ETD_HV_5spot_12.3WD_008_3.png,tensor([[[0.]]])
C:/Users/aksha/Peeples_Lab/2024_V4A_Lacunarity_Pooling_Layer_1/Datasets/Lung Cells SEM Images_group1_ME_NEW\Lung Cells Exposed to Isocyanate (IPDI)\IPDI_A549_U937_5KV_1200x_ETD_HV_5spot_12.3WD_1.png,tensor([[[0.]]])
C:/Users/aksha/Peeples_Lab/2024_V4A_Lacunarity_Pooling_Layer_1/Datasets/Lung Cells SEM Images_group1_ME_NEW\Lung Cells Exposed to Isocyanate (IPDI)\IPDI_A549_U937_5KV_1200x_ETD_HV_5spot_12.3WD_2.png,tensor([[[0.]]])
C:/Users/aksha/Peeples_Lab/2024_V4A_Lacunarity_Pooling_Layer_1/Datasets/Lung Cells SEM Images_group1_ME_NEW\Lung Cells Exposed to Isocyanate (IPDI)\IPDI_A549_U937_5KV_1200x_ETD_HV_5spot_12.3WD_3.png,tensor([[[0.]]])
C:/Users/aksha/Peeples_Lab/2024_V4A_Lacunarity_Pooling_Layer_1/Datasets/Lung Cells SEM Images_group1_ME_NEW\Lung Cells Exposed to Nickel Oxide (NiO)\NiO_epithelial_macrophages_5KV_1200x_ETD_HV_s5.0_13.3WD_039_0.png,tensor([[[0.]]])
C:/Users/aksha/Peeples_Lab/2024_V4A_Lacunarity_Pooling_Layer_1/Datasets/Lung Cells SEM Images_group1_ME_NEW\Lung Cells Exposed to Nickel Oxide (NiO)\NiO_epithelial_macrophages_5KV_1200x_ETD_HV_s5.0_13.3WD_039_1.png,tensor([[[0.]]])
C:/Users/aksha/Peeples_Lab/2024_V4A_Lacunarity_Pooling_Layer_1/Datasets/Lung Cells SEM Images_group1_ME_NEW\Lung Cells Exposed to Nickel Oxide (NiO)\NiO_epithelial_macrophages_5KV_1200x_ETD_HV_s5.0_13.3WD_039_2.png,tensor([[[0.]]])
C:/Users/aksha/Peeples_Lab/2024_V4A_Lacunarity_Pooling_Layer_1/Datasets/Lung Cells SEM Images_group1_ME_NEW\Lung Cells Exposed to Nickel Oxide (NiO)\NiO_epithelial_macrophages_5KV_1200x_ETD_HV_s5.0_13.3WD_039_3.png,tensor([[[0.]]])
C:/Users/aksha/Peeples_Lab/2024_V4A_Lacunarity_Pooling_Layer_1/Datasets/Lung Cells SEM Images_group1_ME_NEW\Lung Cells Exposed to Nickel Oxide (NiO)\NiO_epithelial_macrophages_5KV_1200x_ETD_HV_s5.0_13.6WD_0.png,tensor([[[0.]]])
C:/Users/aksha/Peeples_Lab/2024_V4A_Lacunarity_Pooling_Layer_1/Datasets/Lung Cells SEM Images_group1_ME_NEW\Lung Cells Exposed to Nickel Oxide (NiO)\NiO_epithelial_macrophages_5KV_1200x_ETD_HV_s5.0_13.6WD_1.png,tensor([[[5.9605e-07]]])
C:/Users/aksha/Peeples_Lab/2024_V4A_Lacunarity_Pooling_Layer_1/Datasets/Lung Cells SEM Images_group1_ME_NEW\Lung Cells Exposed to Nickel Oxide (NiO)\NiO_epithelial_macrophages_5KV_1200x_ETD_HV_s5.0_13.6WD_2.png,tensor([[[0.]]])
C:/Users/aksha/Peeples_Lab/2024_V4A_Lacunarity_Pooling_Layer_1/Datasets/Lung Cells SEM Images_group1_ME_NEW\Lung Cells Exposed to Nickel Oxide (NiO)\NiO_epithelial_macrophages_5KV_1200x_ETD_HV_s5.0_13.6WD_3.png,tensor([[[0.]]])
C:/Users/aksha/Peeples_Lab/2024_V4A_Lacunarity_Pooling_Layer_1/Datasets/Lung Cells SEM Images_group1_ME_NEW\Lung Cells Exposed to Silver Nanoparticles (Ag-NP)\Ag-PvP_epithelial_macrophages_5KV_1200x_ETD_HV_s5.0_13.3WD_011_0.png,tensor([[[5.9605e-07]]])
C:/Users/aksha/Peeples_Lab/2024_V4A_Lacunarity_Pooling_Layer_1/Datasets/Lung Cells SEM Images_group1_ME_NEW\Lung Cells Exposed to Silver Nanoparticles (Ag-NP)\Ag-PvP_epithelial_macrophages_5KV_1200x_ETD_HV_s5.0_13.3WD_011_1.png,tensor([[[0.]]])
C:/Users/aksha/Peeples_Lab/2024_V4A_Lacunarity_Pooling_Layer_1/Datasets/Lung Cells SEM Images_group1_ME_NEW\Lung Cells Exposed to Silver Nanoparticles (Ag-NP)\Ag-PvP_epithelial_macrophages_5KV_1200x_ETD_HV_s5.0_13.3WD_011_2.png,tensor([[[3.3379e-06]]])
C:/Users/aksha/Peeples_Lab/2024_V4A_Lacunarity_Pooling_Layer_1/Datasets/Lung Cells SEM Images_group1_ME_NEW\Lung Cells Exposed to Silver Nanoparticles (Ag-NP)\Ag-PvP_epithelial_macrophages_5KV_1200x_ETD_HV_s5.0_13.3WD_011_3.png,tensor([[[1.3113e-06]]])
C:/Users/aksha/Peeples_Lab/2024_V4A_Lacunarity_Pooling_Layer_1/Datasets/Lung Cells SEM Images_group1_ME_NEW\Lung Cells Exposed to Silver Nanoparticles (Ag-NP)\Ag-PvP_epithelial_macrophages_5KV_1200x_ETD_HV_s5.0_13.3WD_014_0.png,tensor([[[1.9073e-06]]])
C:/Users/aksha/Peeples_Lab/2024_V4A_Lacunarity_Pooling_Layer_1/Datasets/Lung Cells SEM Images_group1_ME_NEW\Lung Cells Exposed to Silver Nanoparticles (Ag-NP)\Ag-PvP_epithelial_macrophages_5KV_1200x_ETD_HV_s5.0_13.3WD_014_1.png,tensor([[[1.9073e-06]]])
C:/Users/aksha/Peeples_Lab/2024_V4A_Lacunarity_Pooling_Layer_1/Datasets/Lung Cells SEM Images_group1_ME_NEW\Lung Cells Exposed to Silver Nanoparticles (Ag-NP)\Ag-PvP_epithelial_macrophages_5KV_1200x_ETD_HV_s5.0_13.3WD_014_2.png,tensor([[[5.9605e-07]]])
C:/Users/aksha/Peeples_Lab/2024_V4A_Lacunarity_Pooling_Layer_1/Datasets/Lung Cells SEM Images_group1_ME_NEW\Lung Cells Exposed to Silver Nanoparticles (Ag-NP)\Ag-PvP_epithelial_macrophages_5KV_1200x_ETD_HV_s5.0_13.3WD_014_3.png,tensor([[[1.9073e-06]]])
C:/Users/aksha/Peeples_Lab/2024_V4A_Lacunarity_Pooling_Layer_1/Datasets/Lung Cells SEM Images_group1_ME_NEW\Lung Cells Untreated\Untreated_epithelial_macrophages_5KV_1200x_ETD_HV_s5.0_13.4WD_005_0.png,tensor([[[1.6570e-05]]])
C:/Users/aksha/Peeples_Lab/2024_V4A_Lacunarity_Pooling_Layer_1/Datasets/Lung Cells SEM Images_group1_ME_NEW\Lung Cells Untreated\Untreated_epithelial_macrophages_5KV_1200x_ETD_HV_s5.0_13.4WD_005_1.png,tensor([[[3.7074e-05]]])
C:/Users/aksha/Peeples_Lab/2024_V4A_Lacunarity_Pooling_Layer_1/Datasets/Lung Cells SEM Images_group1_ME_NEW\Lung Cells Untreated\Untreated_epithelial_macrophages_5KV_1200x_ETD_HV_s5.0_13.4WD_005_2.png,tensor([[[2.9325e-05]]])
C:/Users/aksha/Peeples_Lab/2024_V4A_Lacunarity_Pooling_Layer_1/Datasets/Lung Cells SEM Images_group1_ME_NEW\Lung Cells Untreated\Untreated_epithelial_macrophages_5KV_1200x_ETD_HV_s5.0_13.4WD_005_3.png,tensor([[[6.8426e-05]]])
C:/Users/aksha/Peeples_Lab/2024_V4A_Lacunarity_Pooling_Layer_1/Datasets/Lung Cells SEM Images_group1_ME_NEW\Lung Cells Untreated\Untreated_epithelial_macrophages_5KV_1200x_ETD_HV_s5.0_13.4WD_008_0.png,tensor([[[1.9073e-06]]])
C:/Users/aksha/Peeples_Lab/2024_V4A_Lacunarity_Pooling_Layer_1/Datasets/Lung Cells SEM Images_group1_ME_NEW\Lung Cells Untreated\Untreated_epithelial_macrophages_5KV_1200x_ETD_HV_s5.0_13.4WD_008_1.png,tensor([[[1.3113e-06]]])
C:/Users/aksha/Peeples_Lab/2024_V4A_Lacunarity_Pooling_Layer_1/Datasets/Lung Cells SEM Images_group1_ME_NEW\Lung Cells Untreated\Untreated_epithelial_macrophages_5KV_1200x_ETD_HV_s5.0_13.4WD_008_2.png,tensor([[[5.9605e-07]]])
C:/Users/aksha/Peeples_Lab/2024_V4A_Lacunarity_Pooling_Layer_1/Datasets/Lung Cells SEM Images_group1_ME_NEW\Lung Cells Untreated\Untreated_epithelial_macrophages_5KV_1200x_ETD_HV_s5.0_13.4WD_008_3.png,tensor([[[5.9605e-07]]])
C:/Users/aksha/Peeples_Lab/2024_V4A_Lacunarity_Pooling_Layer_1/Datasets/Lung Cells SEM Images_group1_ME_NEW\Lung Cells Untreated\Untreated_epithelial_macrophages_5KV_1200x_ETD_HV_s5.0_13.5WD_002_0.png,tensor([[[0.]]])
C:/Users/aksha/Peeples_Lab/2024_V4A_Lacunarity_Pooling_Layer_1/Datasets/Lung Cells SEM Images_group1_ME_NEW\Lung Cells Untreated\Untreated_epithelial_macrophages_5KV_1200x_ETD_HV_s5.0_13.5WD_002_1.png,tensor([[[0.]]])
C:/Users/aksha/Peeples_Lab/2024_V4A_Lacunarity_Pooling_Layer_1/Datasets/Lung Cells SEM Images_group1_ME_NEW\Lung Cells Untreated\Untreated_epithelial_macrophages_5KV_1200x_ETD_HV_s5.0_13.5WD_002_2.png,tensor([[[0.]]])
C:/Users/aksha/Peeples_Lab/2024_V4A_Lacunarity_Pooling_Layer_1/Datasets/Lung Cells SEM Images_group1_ME_NEW\Lung Cells Untreated\Untreated_epithelial_macrophages_5KV_1200x_ETD_HV_s5.0_13.5WD_002_3.png,tensor([[[0.]]])
